id,thai,romanization,english,category,used_in_lessons,reviewer_ok,reviewer_correction,reviewer_note
"he179","ผ่อนคลาย","pòrn-klaai","to unwind","health","","","",""
"he180","นวด","nûat","massage / to massage","health","","","",""
"he181","นั่งสมาธิ","nâng-sà-maa-tí","to meditate","health","","","",""
"he182","น้ำมันหอมระเหย","nám-man-hǒrm-rá-hǒey","essential oil","health","","","",""
"he183","ยาสมุนไพร","yaa-sà-mǔn-prai","herbal medicine","health","","","",""
"he184","โฮมิโอพาธี","hoh-mí-oh-paa-tee","homeopathy","health","","","",""
"he185","ฝังเข็ม","fǎng-kěm","acupuncture","health","","","",""
"he186","จัดกระดูก","jàt-grà-dòok","chiropractic","health","","","",""
"he187","การสะกดจิตบำบัด","gaan-sà-gòt-jìt-bam-bàt","hypnotherapy","health","","","",""
"he188","การฝึกสมาธิ","gaan-fèuk-sà-maa-tí","meditation","health","","","",""
"he189","การรมยา","gaan-rom-yaa","moxibustion","health","","","",""
"he190","การรักษาโรคกระดูก","gaan-rák-sǎa-rôhk-grà-dòok","osteopathy","health","","","",""
"he191","นวดเท้า","nûat-táao","reflexology","health","","","",""
"he192","การบำบัดด้วยน้ำทะเล","gaan-bam-bàt-dûay-náam-tá-lay","thalassotherapy","health","","","",""
"anm01","คลินิกรักษาสัตว์","klí-ník-rák-sǎa-sàt","veterinary clinic","animals","","","",""
"anm02","สัตว์เลี้ยง","sàt-líang","pet","animals","","","",""
"anm03","หมัด","màt","flea","animals","","","",""
"anm04","เห็บ","hèp","tick","animals","","","",""
"anm05","วัคซีนพิษสุนัขบ้า","wák-seen-pít-sù-nák-bâa","rabies vaccination","animals","","","",""
"anm06","พาสปอร์ตสัตว์เลี้ยง","páat-bpòrt-sàt-líang","pet passport","animals","","","",""
"anm07","กักตัว","gàk-dtua","quarantine","animals","","","",""
"anm08","ไมโครชิพ","mai-kroh-chíp","microchip","animals","","","",""
"anm09","ฉีดวัคซีน","chèet-wák-seen","to vaccinate","animals","","","",""
"anm10","ถ่ายพยาธิ","tàai-pá-yaa-tí","to worm","animals","","","",""
"anm11","ทำหมัน","tam-mǎn","to spay/neuter","animals","","","",""
"anm12","การุณยฆาต","gaa-run-yá-kâat","to put down","animals","","","",""
"anm13","ปลอกคอ","bplòrk-kor","collar","animals","","","",""
"anm14","ปลอกคอกันเลีย","bplòrk-kor-gan-lia","E-collar","animals","","","",""
"anm15","เชือกจูง","chêuak-joong","lead","animals","","","",""
"anm16","ตะกร้อครอบปาก","dtà-grôr-krôrp-bpàak","muzzle","animals","","","",""
"anm17","กล่องใส่สัตว์เลี้ยง","glòrng-sài-sàt-líang","pet carrier","animals","","","",""
"anm18","นกแก้ว","nók-gâew","parrot","animals","","","",""
"anm19","จะงอยปาก","jà-ngoy-bpàak","beak","animals","","","",""
"anm20","กรงเล็บ","grong-lép","claw","animals","","","",""
"anm21","หาง","hǎang","tail","animals","","","",""
"anm22","เขตอนุรักษ์ธรรมชาติ","kàyt-à-nú-rák-tam-má-châat","nature reserve","animals","","","",""
"anm23","สวนสัตว์","sǔan-sàt","zoo","animals","","","",""
"anm24","สัตว์","sàt","animal","animals","","","",""
"anm25","สายพันธุ์","sǎai-pan","species","animals","","","",""
"anm26","ขนสัตว์","kǒn-sàt","fur / wool","animals","","","",""
"anm27","กีบ","gèep","hoof","animals","","","",""
"anm28","จมูกสัตว์","jà-mòok-sàt","snout","animals","","","",""
"anm29","แผงคอ","pǎirng-kor","mane","animals","","","",""
"anm30","ขนสัตว์ปีก","kǒn-sàt-bpèek","feather","animals","","","",""
"anm31","เลือดอุ่น","lêuat-ùn","warm-blooded","animals","","","",""
"anm32","เลือดเย็น","lêuat-yen","cold-blooded","animals","","","",""
"anm33","เห่า","hào","to bark","animals","","","",""
"anm34","ครางอย่างแมว","kraang-yàang-maew","to purr","animals","","","",""
"anm35","คำราม","kam-raam","to growl","animals","","","",""
"anm36","อาหารปลา","aa-hǎan-bplaa","fish food","animals","","","",""
"anm37","ทรายแมว","saai-maew","cat litter","animals","","","",""
"anm38","ฟาร์ม","faam","farm","animals","","","",""
"anm39","พื้นที่การเกษตร","péuun-têe-gaan-gà-sàyt","farmland","animals","","","",""
"anm40","ลูกม้า","lôok-máa","pony / foal","animals","","","",""
"anm41","กระทิง","grà-ting","bull","animals","","","",""
"anm42","แมวสยาม","maew-sà-yǎam","Siamese cat","animals","","","",""
"anm43","สุนัขนำทาง","sù-nák-nam-taang","guide dog","animals","","","",""
"anm44","ฝูง","fǒong","flock","animals","","","",""
"anm45","ฝูงสัตว์บก","fǒong-sàt-bòk","herd","animals","","","",""
"anm46","อาหารสัตว์","aa-hǎan-sàt","animal feed / pet food","animals","","","",""
"anm47","ฟาง","faang","hay / straw","animals","","","",""
"anm48","เลี้ยงสัตว์","líang-sàt","to have a pet","animals","","","",""
"anm49","พาหมาไปเดิน","paa-mǎa-bpai-dern","to walk the dog","animals","","","",""
"anm50","ไปหาสัตวแพทย์","bpai-hǎa-sàt-dtà-wá-pâirt","to go to the vet","animals","","","",""
"anm51","ทำการเกษตร","tam-gaan-gà-sàyt","to farm","animals","","","",""
"anm52","นกหงส์หยก","nók-hǒng-yòk","budgerigar","animals","","","",""
"anm53","นกปรอดหัวโขน","nók-bpròrt-hǔa-kǒhn","bulbul","animals","","","",""
"anm54","แมว","maew","cat","animals","","","",""
"anm55","หมา","mǎa","dog","animals","","","",""
"anm56","ปลาทอง","bplaa-torng","goldfish","animals","","","",""
"anm57","แกสบี้","gét-sà-bêe","guinea pig","animals","","","",""
"anm58","แฮมสเตอร์","hairm-sà-dtêr","hamster","animals","","","",""
"anm59","ม้า","máa","horse","animals","","","",""
"anm60","นกขุนทอง","nók-kǔn-torng","mynah bird","animals","","","",""
"anm61","กระต่าย","grà-dtàai","rabbit","animals","","","",""
"anm62","หนู","nǒo","rat / mouse","animals","","","",""
"anm63","วัว","wua","cow","animals","","","",""
"anm64","แพะ","pé","goat","animals","","","",""
"anm65","แกะ","gè","sheep","animals","","","",""
"anm66","ควาย","kwaai","water buffalo","animals","","","",""
"anm67","ลูกวัว","lôok-wua","calf (baby cow)","animals","","","",""
"anm68","ลูกสัตว์","lôok-sàt","cub","animals","","","",""
"anm69","ลูกกวาง","lôok-gwaang","fawn","animals","","","",""
"anm70","ลูกแพะ","lôok-pé","kid (baby goat)","animals","","","",""
"anm71","ลูกแมว","lôok-maew","kitten","animals","","","",""
"anm72","ลูกแกะ","lôok-gè","lamb (baby sheep)","animals","","","",""
"anm73","ลูกหมู","lôok-mǒo","piglet","animals","","","",""
"anm74","ลูกหมา","lôok-mǎa","puppy","animals","","","",""
"anm75","ตู้ปลา","dtôo-bplaa","aquarium","animals","","","",""
"anm76","โรงนา","rohng-naa","barn","animals","","","",""
"anm77","กรง","grong","cage","animals","","","",""
"anm78","ที่นอนหมา","têe-norn-mǎa","dog basket","animals","","","",""
"anm79","บ้านกระต่าย","bâan-grà-dtàai","hutch","animals","","","",""
"anm80","บ้านสุนัข","bâan-sù-nák","kennel","animals","","","",""
"anm81","ถาดทราย","tàat-saai","litter tray","animals","","","",""
"anm82","ชามอาหารสัตว์","chaam-aa-hǎan-sàt","pet bowl","animals","","","",""
"anm83","คอกสัตว์","kôrk-sàt","stable","animals","","","",""
"anm84","รางน้ำของสัตว์","raang-náam-kǒrng-sàt","trough","animals","","","",""
"anm85","แบดเจอร์","bét-jêr","badger","animals","","","",""
"anm86","ค้างคาว","káang-kaao","bat","animals","","","",""
"anm87","หมูป่า","mǒo-bpàa","boar","animals","","","",""
"anm88","กวาง","gwaang","deer","animals","","","",""
"anm89","หมาจิ้งจอก","mǎa-jîng-jòrk","fox","animals","","","",""
"anm90","ชะนี","chá-nee","gibbon","animals","","","",""
"anm91","กระต่ายป่า","grà-dtàai-bpàa","hare","animals","","","",""
"anm92","ตุ่น","dtùn","mole","animals","","","",""
"anm93","นาก","nâak","otter","animals","","","",""
"anm94","ลิงลม","ling-lom","slow loris","animals","","","",""
"anm95","กระรอก","grà-rôrk","squirrel","animals","","","",""
"anm96","หมี","měe","bear","animals","","","",""
"anm97","อูฐ","òot","camel","animals","","","",""
"anm98","ชิมแปนซี","chim-bpairn-see","chimpanzee","animals","","","",""
"anm99","ช้าง","cháang","elephant","animals","","","",""
"anm100","แพนด้า","pairn-dâa","giant panda","animals","","","",""
"anm101","ยีราฟ","yee-ráap","giraffe","animals","","","",""
"anm102","ฮิปโป","híp-bpoh","hippopotamus","animals","","","",""
"anm103","จิงโจ้","jing-jôh","kangaroo","animals","","","",""
"anm104","สิงโต","sǐng-dtoh","lion","animals","","","",""
"anm105","ลิง","ling","monkey","animals","","","",""
"anm106","แรด","râirt","rhinoceros","animals","","","",""
"anm107","เสือ","sěua","tiger","animals","","","",""
"anm108","เหยี่ยว","yìaw","buzzard","animals","","","",""
"anm109","นกกระเรียนมงกุฎแดง","nók-grà-rian-mong-gùt-dairng","crane","animals","","","",""
"anm110","กา","gaa","crow","animals","","","",""
"anm111","พิราบขาว","pí-râap-kǎao","dove","animals","","","",""
"anm112","นกอินทรี","nók-in-see","eagle","animals","","","",""
"anm113","นกฟลามิงโก","nók-flaa-ming-goh","flamingo","animals","","","",""
"anm114","นกนางนวล","nók-naang-nuan","gull","animals","","","",""
"anm115","นกกระยาง","nók-grà-yaang","heron","animals","","","",""
"anm116","นกเงือก","nók-ngêuak","hornbill","animals","","","",""
"anm117","นกกระเต็น","nók-grà-dten","kingfisher","animals","","","",""
"anm118","นกกระจาบฝน","nók-grà-jàap-fǒn","lark","animals","","","",""
"anm119","นกขมิ้น","nók-kà-mîn","oriole","animals","","","",""
"anm120","นกกระจอกเทศ","nók-grà-jòrk-tâyt","ostrich","animals","","","",""
"anm121","นกฮูก","nók-hôok","owl","animals","","","",""
"anm122","นกยูง","nók-yoong","peacock","animals","","","",""
"anm123","นกกระทุง","nók-grà-tung","pelican","animals","","","",""
"anm124","เพนกวิน","payn-gwin","penguin","animals","","","",""
"anm125","นกพิราบ","nók-pí-râap","pigeon","animals","","","",""
"anm126","นกกระจอก","nók-grà-jòrk","sparrow","animals","","","",""
"anm127","นกกิ้งโครง","nók-gîng-krohng","starling","animals","","","",""
"anm128","นกกระสา","nók-grà-sǎa","stork","animals","","","",""
"anm129","หงส์","hǒng","swan","animals","","","",""
"anm130","นกเดินดง","nók-dern-dong","thrush","animals","","","",""
"anm131","แร้ง","ráirng","vulture","animals","","","",""
"anm132","ลูกอ๊อด","lôok-órt","tadpole","animals","","","",""
"anm133","ไข่กบ","kài-gòp","frogspawn","animals","","","",""
"anm134","ทำเสียงขู่","tam-sǐang-kòo","to hiss","animals","","","",""
"anm135","ร้องอย่างกบ","rórng-yàang-gòp","to croak","animals","","","",""
"anm136","จระเข้ตีนเป็ด","jà-rá-kây-dteen-bpèt","alligator","animals","","","",""
"anm137","กบ","gòp","frog","animals","","","",""
"anm138","ตุ๊กแก","dtúk-gair","gecko","animals","","","",""
"anm139","จิ้งจก","jîng-jòk","lizard","animals","","","",""
"anm140","นิวต์","niw","newt","animals","","","",""
"anm141","งู","ngoo","snake","animals","","","",""
"anm142","คางคก","kaang-kók","toad","animals","","","",""
"anm143","เต่าบก","dtào-bòk","tortoise","animals","","","",""
"anm144","เต่าทะเล","dtào-tá-lay","turtle","animals","","","",""
"anm145","ปะการัง","bpà-gaa-rang","coral","animals","","","",""
"anm146","โลมา","loh-maa","dolphin","animals","","","",""
"anm147","ปลาไหล","bplaa-lǎi","eel","animals","","","",""
"anm148","แมงกะพรุน","mairng-gà-prun","jellyfish","animals","","","",""
"anm149","วาฬเพชฌฆาต","waan-pét-chá-kâat","killer whale","animals","","","",""
"anm150","แมวน้ำ","maew-náam","seal","animals","","","",""
"anm151","ฉลาม","chà-lǎam","shark","animals","","","",""
"anm152","ดาวทะเล","daao-tá-lay","starfish","animals","","","",""
"anm153","วาฬ","waan","whale","animals","","","",""
"anm154","ฝูงแมลง","fǒong-má-lairng","swarm","animals","","","",""
"anm155","อาณาจักรแมลง","aa-naa-jàk-má-lairng","colony","animals","","","",""
"anm156","ใยแมงมุม","yai-mairng-mum","cobweb","animals","","","",""
"anm157","แมลงกัด","má-lairng-gàt","insect bite","animals","","","",""
"anm158","ทำเสียงหึ่งๆ","tam-sǐang-hèung-hèung","to buzz","animals","","","",""
"anm159","มด","mót","ant","animals","","","",""
"anm160","ผึ้ง","pêung","bee","animals","","","",""
"anm161","ด้วง","dûang","beetle","animals","","","",""
"anm162","ผีเสื้อ","pěe-sêua","butterfly","animals","","","",""
"anm163","บุ้ง","bûng","caterpillar","animals","","","",""
"anm164","ตะขาบ","dtà-kàap","centipede","animals","","","",""
"anm165","แมลงสาบ","má-lairng-sàap","cockroach","animals","","","",""
"anm166","จิ้งหรีด","jîng-rèet","cricket (insect)","animals","","","",""
"anm167","แมลงปอ","má-lairng-bpor","dragonfly","animals","","","",""
"anm168","ไส้เดือน","sâi-deuan","earthworm","animals","","","",""
"anm169","แมลงวัน","má-lairng-wan","fly","animals","","","",""
"anm170","ตั๊กแตน","dták-gà-dtairn","grasshopper","animals","","","",""
"anm171","เต่าทอง","dtào-torng","ladybird","animals","","","",""
"anm172","แมลงชีปะขาว","má-lairng-chee-bpà-kǎao","mayfly","animals","","","",""
"anm173","ยุง","yung","mosquito","animals","","","",""
"anm174","ผีเสื้อกลางคืน","pěe-sêua-glaang-keuun","moth","animals","","","",""
"anm175","ทาก","tâak","slug","animals","","","",""
"anm176","หอยทาก","hǒy-tâak","snail","animals","","","",""
"anm177","แมงมุม","mairng-mum","spider","animals","","","",""
"anm178","ปลวก","bplùak","termite","animals","","","",""
"anm179","ต่อ","dtòr","wasp","animals","","","",""
"pl01","ก้าน","gâan","stalk","plants","","","",""
"pl02","กลีบ","glèep","petal","plants","","","",""
"pl03","เกสร","gà-sǎyn","pollen","plants","","","",""
"pl04","ยอดอ่อน","yôrt-òrn","bud","plants","","","",""
"pl05","ดอกไม้ป่า","dòrk-máai-bpàa","wildflower","plants","","","",""
"pl06","หญ้า","yâa","grass","plants","","","",""
"pl07","หัวของพืช","hǔa-kǒrng-pêuut","bulb (plant)","plants","","","",""
"pl08","เฟื่องฟ้า","fêuang-fáa","bougainvillea","plants","","","",""
"pl09","อัญชัน","an-chan","butterfly pea","plants","","","",""
"pl10","คาเนชั่น","kaa-nay-chân","carnation","plants","","","",""
"pl11","เบญจมาศ","bayn-jà-màat","chrysanthemum","plants","","","",""
"pl12","ลีลาวดี","lee-laa-wá-dee","frangipani","plants","","","",""
"pl13","บานไม่รู้โรย","baan-mâi-róo-rohy","globe amaranth","plants","","","",""
"pl14","ชบา","chá-baa","hibiscus","plants","","","",""
"pl15","ดอกเข็ม","dòrk-kěm","ixora","plants","","","",""
"pl16","มะลิ","má-lí","jasmine","plants","","","",""
"pl17","ลิลลี่","lin-lêe","lily","plants","","","",""
"pl18","บัว","bua","lotus","plants","","","",""
"pl19","ดาวเรือง","daao-reuang","marigold","plants","","","",""
"pl20","กล้วยไม้","glûay-máai","orchid","plants","","","",""
"pl21","ป๊อปปี้","bpórp-bpêe","poppy","plants","","","",""
"pl22","กุหลาบ","gù-làap","rose","plants","","","",""
"pl23","ทานตะวัน","taan-dtà-wan","sunflower","plants","","","",""
"pl24","ทิวลิป","tiw-líp","tulip","plants","","","",""
"pl25","กระดังงาไทย","grà-dang-ngaa-tai","ylang ylang","plants","","","",""
"pl26","สวนผลไม้","sǔan-pǒn-lá-máai","orchard (trees)","plants","","","",""
"pl27","ไร่องุ่น","râi-à-ngùn","vineyard","plants","","","",""
"pl28","ไม้","máai","wood","plants","","","",""
"pl29","กิ่ง","gìng","branch (tree)","plants","","","",""
"pl30","ลำต้น","lam-dtôn","trunk","plants","","","",""
"pl31","เปลือกไม้","bplèuak-máai","bark","plants","","","",""
"pl32","เบอร์รี่","ber-rêe","berry","plants","","","",""
"pl33","ราก","râak","root","plants","","","",""
"pl34","ต้นสน","dtôn-sǒn","conifer / pine","plants","","","",""
"pl35","ลูกสน","lôok-sǒn","pine cone/needle","plants","","","",""
"pl36","ต้นโพธิ์","dtôn-poh","bodhi tree","plants","","","",""
"pl37","ต้นการบูร","dtôn-gaa-rá-boon","camphor tree","plants","","","",""
"pl38","จำปา","jam-bpaa","champak","plants","","","",""
"pl39","ราชพฤกษ์","râat-chá-préuk","golden shower","plants","","","",""
"pl40","เถาองุ่น","tǎo-à-ngùn","grapevine","plants","","","",""
"pl41","สายน้ำผึ้ง","sǎai-nám-pêung","honeysuckle","plants","","","",""
"pl42","หูกวาง","hǒo-gwaang","Indian almond","plants","","","",""
"pl43","ไอวี่","ai-wêe","ivy","plants","","","",""
"pl44","ลาเวนเดอร์","laa-wayn-der","lavender","plants","","","",""
"pl45","ไลเคน","lai-kayn","lichen","plants","","","",""
"pl46","มอส","môrt","moss","plants","","","",""
"pl47","หางนกยูง","hǎang-nók-yoong","poinciana","plants","","","",""
"pl48","จามจุรี","jaam-jù-ree","rain tree","plants","","","",""
"pl49","สัก","sàk","teak","plants","","","",""
"pl50","ตะแบกนา","dtà-bàirk-naa","Thai crape myrtle","plants","","","",""
"pl51","หลิว","lǐw","willow","plants","","","",""
"nat01","ทิวทัศน์","tiw-tát","landscape","nature","","","",""
"nat02","โคลน","klohn","mud","nature","","","",""
"nat03","ปากแม่น้ำ","bpàak-mâir-náam","estuary","nature","","","",""
"nat04","บรรยากาศ","ban-yaa-gàat","atmosphere","nature","","","",""
"nat05","ดาวหาง","daao-hǎang","comet","nature","","","",""
"nat06","ชนบท","chon-ná-bòt","rural","nature","","","",""
"nat07","เมือง","meuang","urban","nature","","","",""
"nat08","ขั้วโลก","kûa-lôhk","polar","nature","","","",""
"nat09","เขตร้อนชื้น","kàyt-rórn-chéuun","tropical","nature","","","",""
"nat10","ถ้ำ","tâm","cave","nature","","","",""
"nat11","ทะเลทราย","tá-lay-saai","desert","nature","","","",""
"nat12","ป่า","bpàa","forest","nature","","","",""
"nat13","ธารน้ำแข็ง","taan-nám-kǎeng","glacier","nature","","","",""
"nat14","ทุ่งหญ้า","tûng-yâa","grassland","nature","","","",""
"nat15","เนินเขา","nern-kǎo","hill","nature","","","",""
"nat16","ทะเลสาบ","tá-lay-sàap","lake","nature","","","",""
"nat17","ป่าชายเลน","bpàa-chaai-layn","mangrove","nature","","","",""
"nat18","ภูเขา","poo-kǎo","mountain","nature","","","",""
"nat19","ก้อนหิน","gôrn-hǐn","rocks","nature","","","",""
"nat20","หุบเขา","hùp-kǎo","valley","nature","","","",""
"nat21","บึง","beung","pond","nature","","","",""
"nat22","ป่าละเมาะ","bpàa-lá-mó","scrub","nature","","","",""
"nat23","ภูเขาไฟ","poo-kǎo-fai","volcano","nature","","","",""
"nat24","แม่น้ำ","mâir-náam","river","nature","","","",""
"nat25","ลำธาร","lam-taan","stream","nature","","","",""
"nat26","น้ำตก","nám-dtòk","waterfall","nature","","","",""
"nat27","หน้าผา","nâa-pǎa","cliff","nature","","","",""
"nat28","แนวปะการัง","naew-bpà-gaa-rang","coral reef","nature","","","",""
"nat29","แหลม","lǎirm","peninsula","nature","","","",""
"nat30","ชายฝั่ง","chaai-fàng","coast","nature","","","",""
"nat31","เกาะ","gò","island","nature","","","",""
"nat32","แอ่งน้ำในหิน","èng-náam-nai-hǐn","rockpool","nature","","","",""
"nat33","แสงเหนือ","sǎirng-něua","aurora / northern lights","nature","","","",""
"nat34","รุ้ง","rúng","rainbow","nature","","","",""
"nat35","พระอาทิตย์","prá-aa-tít","sun","nature","","","",""
"nat36","พระจันทร์","prá-jan","moon","nature","","","",""
"nat37","ดาว","daao","stars","nature","","","",""
"nat38","พระอาทิตย์ตกดิน","prá-aa-tít-dtòk-din","sunset","nature","","","",""
"cel01","การฉลอง","gaan-chà-lǒrng","celebration","celebrations","","","",""
"cel02","ข่าวดี","kàao-dee","good news","celebrations","","","",""
"cel03","เค้ก","káyk","cake","celebrations","","","",""
"cel04","วันเกิด","wan-gèrt","birthday","celebrations","","","",""
"cel05","ข่าวร้าย","kàao-ráai","bad news","celebrations","","","",""
"cel06","วันครบรอบ","wan-króp-rôrp","anniversary","celebrations","","","",""
"cel07","ฉลอง","chà-lǒrng","to celebrate","celebrations","","","",""
"cel08","ดอกไม้ไฟ","dòrk-máai-fai","fireworks","celebrations","","","",""
"cel09","วันครบรอบแต่งงาน","wan-króp-rôrp-dtèng-ngaan","wedding anniversary","celebrations","","","",""
"cel10","จัดงานเลี้ยงให้","jàt-ngaan-líang-hâi","to throw a party","celebrations","","","",""
"cel11","วันหยุดราชการ","wan-yùt-râat-chá-gaan","public holiday","celebrations","","","",""
"cel12","ขอดื่มให้กับ","kǒr-dèuum-hâi-gàp","to toast","celebrations","","","",""
"cel13","ของขวัญ","kǒrng-kwǎn","gift","celebrations","","","",""
"cel14","เทศกาลทางศาสนา","tâyt-sà-gaan-taang-sàat-sà-nǎa","religious festival","celebrations","","","",""
"cel15","ช่อดอกไม้","chôr-dòrk-máai","bouquet","celebrations","","","",""
"cel16","โอกาสพิเศษ","oh-gàat-pí-sàyt","special occasion","celebrations","","","",""
"cel17","ช็อกโกแลตของขวัญ","chók-goh-lét-kǒrng-kwǎn","box of chocolates","celebrations","","","",""
"cel18","สำเร็จการศึกษา","sǎm-rèt-gaan-sèuk-sǎa","graduation","celebrations","","","",""
"cel19","การบวช","gaan-bùat","Buddhist ordination","celebrations","","","",""
"cel20","ได้งานทำ","dâai-ngaan-tam","finding a job","celebrations","","","",""
"cel21","มีลูก","mee-lôok","having a child","celebrations","","","",""
"cel22","วัยเด็ก","wai-dèk","childhood","celebrations","","","",""
"cel23","ตกหลุมรัก","dtòk-lǔm-rák","falling in love","celebrations","","","",""
"cel24","ย้ายที่อยู่","yáai-têe-yòo","relocation","celebrations","","","",""
"cel25","ไปโรงเรียนวันแรก","bpai-rohng-rian-wan-râirk","first day of school","celebrations","","","",""
"cel26","งานหมั้น","ngaan-mân","engagement","celebrations","","","",""
"cel27","เกษียณอายุ","gà-sǐan-aa-yú","retirement","celebrations","","","",""
"cel28","สอบได้ใบขับขี่","sòrp-dâai-bai-kàp-kèe","passing your driving test","celebrations","","","",""
"cel29","งานศพ","ngaan-sòp","funeral","celebrations","","","",""
"cel31","วันชาติ","wan-châat","National Day","celebrations","","","",""
"cel34","วันแรงงาน","wan-rairng-ngaan","May Day","celebrations","","","",""
"cel36","ซานตาคลอส","saan-dtaa-klórt","Father Christmas / Santa Claus","celebrations","","","",""
"cel37","วันคริสต์มาส","wan-krít-mâat","Christmas Day","celebrations","","","",""
"cel38","วันก่อนคริสมาสต์","wan-gòrn-krít-mâat","Christmas Eve","celebrations","","","",""
"cel40","ประเพณีแข่งเรือยาว","bprà-pay-nee-kèng-reua-yaao","Long Tail Boat Racing Festival","celebrations","","","",""
"cel41","วันขอบคุณพระเจ้า","wan-kòrp-kun-prá-jâao","Thanksgiving","celebrations","","","",""
"cel42","วันตรุษจีน","wan-dtrùt-jeen","Chinese New Year","celebrations","","","",""
"cel44","วันเชงเม้ง","wan-chayng-méng","Tomb Sweeping Day","celebrations","","","",""
"cel45","คริสต์มาส","krít-mâat","Christmas","celebrations","","","",""
"cel46","รอมฎอน","ror-má-dorn","Ramadan","celebrations","","","",""
"cel48","ฮัลโลวีน","han-loh-ween","Halloween","celebrations","","","",""
"cel49","บุญบั้งไฟ","bun-bâng-fai","Rocket Festival","celebrations","","","",""
"cel50","เทศกาลลอยกระทง","tâyt-sà-gaan-loy-grà-tong","Loi Krathong Festival","celebrations","","","",""
"cel51","กระทง","grà-tong","floating basket","celebrations","","","",""
"cel52","ธูปเทียน","tôop-tian","incense sticks and candle","celebrations","","","",""
"cel53","ใบตอง","bai-dtorng","banana leaf","celebrations","","","",""
"cel54","ข้าวแช่","kâao-châir","khao chae (soaked rice)","celebrations","","","",""
"cel55","ลาบ","lâap","spicy minced meat salad","celebrations","","","",""
"cel56","ทองหยิบ ทองหยอด ฝอยทอง","torng-yìp-torng-yòrt-fǒy-torng","egg yolks cooked in syrup","celebrations","","","",""
"cel57","ขนมชั้น","kà-nǒm-chán","layered coconut dessert","celebrations","","","",""
"cel58","ห่อหมก","hòr-mòk","steamed fish curry in banana leaf","celebrations","","","",""
"cel59","ขนมถ้วยฟู","kà-nǒm-tûay-foo","steamed muffin","celebrations","","","",""
"cel60","ต้มจืดวุ้นเส้น","dtôm-jèuut-wún-sên","glass noodles in clear soup","celebrations","","","",""
"cel61","ปลาทั้งตัว","bplaa-táng-dtua","whole fish","celebrations","","","",""
"cel62","น้ำอัญชันมะนาว","nám-an-chan-má-naao","butterfly pea and lime drink","celebrations","","","",""
"cel63","น้ำตะไคร้","nám-dtà-krái","lemongrass drink","celebrations","","","",""
"cel64","น้ำลำไย","nám-lam-yai","longan drink","celebrations","","","",""
"cel65","เวียนเทียน","wian-tian","candlelight procession","celebrations","","","",""
"cel66","ทำบุญตักบาตร","tam-bun-dtàk-bàat","offering alms to monks","celebrations","","","",""
"cel67","ประกวดเทพีสงกรานต์","bprà-gùat-tay-pee-sǒng-graan","Songkran festival parade","celebrations","","","",""
"cel68","พวงมาลัยดอกมะลิ","puang-maa-lai-dòrk-má-lí","jasmine garland","celebrations","","","",""
"cel69","สรงน้ำพระ","sǒng-náam-prá","pouring water on a statue of Buddha","celebrations","","","",""
"cel70","กลับบ้านวันสงกรานต์","glàp-bâan-wan-sǒng-graan","Songkran migration","celebrations","","","",""
"cel71","ก่อเจดีย์ทราย","gòr-jay-dee-saai","making a sand pagoda","celebrations","","","",""
"cel73","เล่นน้ำสงกรานต์","lên-náam-sǒng-graan","water fun","celebrations","","","",""
"cel74","ดินสอพอง","din-sǒr-porng","marlstone","celebrations","","","",""
"cel75","น้ำอบ","nám-òp","scented water","celebrations","","","",""
"cel76","วันผู้สูงอายุแห่งชาติ","wan-pôo-sǒong-aa-yú-hèng-châat","National Elderly Day","celebrations","","","",""
"dic001","ทิ้ง","thing","abandon","dictionary","","","",""
"dic002","ที่เป็นนามธรรม","thi-pen-nam-tham","abstract","dictionary","","","",""
"dic003","ทางเข้า","thang-khao","access","dictionary","","","",""
"dic004","ไปเป็นเพื่อน","pai-pen-phuean","accompany","dictionary","","","",""
"dic005","สะสม","sa-som","accumulate","dictionary","","","",""
"dic006","ถูกต้อง","thuk-tong","accurate","dictionary","","","",""
"dic007","สําเร็จ","sa-ret","achieve","dictionary","","","",""
"dic008","ยอมรับ","yom-rap","acknowledge","dictionary","","","",""
"dic009","ได้มา","dai-ma","acquire","dictionary","","","",""
"dic010","ปรับ","prap","adapt","dictionary","","","",""
"dic011","พอเพียง","pho-phiang","adequate","dictionary","","","",""
"dic012","ติดกัน","tit-kan","adjacent","dictionary","","","",""
"dic013","การบริหาร","kan-bri-an","administrate","dictionary","","","",""
"dic014","โตเต็มที่","to-tem-thi","adult","dictionary","","","",""
"dic015","ผู้ให้การสนับสนุน","phu-hai-kan-sanap-snun","advocate","dictionary","","","",""
"dic016","กระทบ","kra-thop","affect","dictionary","","","",""
"dic017","ผลรวม","phon-ruam","aggregate","dictionary","","","",""
"dic018","ความช่วยเหลือ","khwam-chuai-elue","aid","dictionary","","","",""
"dic019","ถึงแม้ว่า","thueng-mae-wa","english","dictionary","","","",""
"dic020","จัดสรร","chat-san","allocate","dictionary","","","",""
"dic021","เปลี่ยน","pelin","alter","dictionary","","","",""
"dic022","สํารอง","sa-rong","alternative","dictionary","","","",""
"dic023","ที่กํากวม","thi-ka-kuam","ambiguous","dictionary","","","",""
"dic024","ทําให้ดีขึ้น","tha-hai-di-khuen","amend","dictionary","","","",""
"dic025","การอุปมาอุปไมย","kan-up-ma-up-mai","analogy","dictionary","","","",""
"dic026","ประจําปี","pra-cha-pi","annual","dictionary","","","",""
